SpatialDim,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
SLV,0.8422115927209379,0.8567116376205021,0.8723111017116868,0.8903732364680143,0.9080090627373197,0.9252117449985794,0.9405937957536967,0.9500725083837819,0.9591945244572695,0.9661134287927262
SMR,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
SOM,0.09518392698214317,0.10674223089742596,0.11538426912271715,0.14194219546746223,0.16841204020618172,0.19479833398485646,0.2210990927855011,0.24730250060163206,0.27340038043480797,0.2993745213530562
SRB,0.8712055899562576,0.8739232833837017,0.8775657414358405,0.8837680806661686,0.8899701186428169,0.8961717132230925,0.9023696097475473,0.9085577082350148,0.9147354344487257,0.9209035050870669
SSD,0.10868556496051807,0.08744745052148162,0.0718766924689288,0.07422653986566774,0.07612721374633669,0.07762402879888974,0.07874754054912192,0.07953935298768922,0.08003409354306767,0.08027742944320393
STP,0.6031097729553676,0.6008010863133665,0.6006249529129378,0.6083317122202082,0.6158828860988993,0.6232819807557356,0.6305329519033929,0.6376413835349714,0.6446084830758261,0.6476440231746741
SUR,0.9020798727489634,0.9065590589833724,0.9118001085707218,0.9189272655673365,0.9260777418737197,0.9332416491226417,0.9404055139318366,0.9475581551616906,0.954688103782042,0.9617824027073811
SVK,0.979129921036187,0.984451946065875,0.99014160787332,0.9924357337683486,0.9966449747700529,0.9966590210826586,0.9966717037014297,0.9966828977100478,0.9966927455044519,0.9967012810869822
SVN,0.9924255335264822,0.9922450502094223,0.992102798815483,0.9921177643835825,0.9921335867996551,0.9921503244270914,0.9921679774600658,0.9921865965752291,0.9922061212811704,0.992226602618018
SWE,0.9940544982862769,0.9941150788019221,0.9942173534046493,0.9944323040499873,0.9946415566561889,0.9948454320382939,0.9950437394962788,0.9952367930041911,0.9954243696817497,0.9956066312676515
SWZ,0.42556912647465395,0.4262436806852893,0.42978622118449483,0.44479360996617257,0.45968801490590894,0.4744763088941534,0.4891947067432305,0.5062243134362413,0.523242047788635,0.5402428782465207
SYC,0.926745819841315,0.926946046487822,0.927587245514666,0.9297021240102671,0.9318167622881633,0.9339311646249661,0.9360448004220521,0.9381570681610062,0.9402670899885914,0.9423742505278916
SYR,0.8932369861197902,0.8914365966937546,0.8902726540297757,0.89138042853508,0.8925690242359469,0.8950991335528103,0.8975825209306887,0.9000184396320826,0.9024053624379627,0.9047438556735075
TCD,0.1603859948114904,0.15003982166717467,0.14444028349688698,0.15617672476715094,0.16810194619782415,0.18021803258871305,0.19251456012150292,0.20498573272534637,0.21761943456656918,0.23040349840194496
TGO,0.35796458936923625,0.3608482053882942,0.36754695715310315,0.3869460404219959,0.40616541147555496,0.42520263937491465,0.444073641688415,0.46276741373221275,0.48127169913258827,0.49958179122084934
THA,0.9627855857903009,0.9663753132030345,0.9702014907704618,0.9746192013151352,0.978949635604141,0.9831916466892424,0.9873439214968187,0.9904318624340941,0.9927612013235256,0.9994532192281516
TJK,0.5375329205249104,0.5471453642073395,0.5600541874356476,0.5822385170803316,0.6045538351360268,0.6269754101063004,0.6494834702814689,0.672055206383238,0.6946606163305766,0.7172832473647406
TKM,0.9112917873847262,0.9202837691227367,0.930051962004354,0.9413085583107296,0.9523602150173919,0.9632468770065733,0.9739683934031189,0.9843353762778823,0.9897912658989281,0.9967805697402783
TLS,0.4506984794258554,0.4695449938309374,0.49267431926520644,0.5267642886802583,0.5611040164804503,0.5956762417009306,0.6304596441724193,0.6654319405681283,0.7005749232575733,0.7261295290533836
TON,0.9752516427124167,0.975243873783539,0.9753800014751971,0.9760127805721178,0.9766447765364402,0.9772758171904755,0.9779060210552963,0.9785351743795377,0.9791646240209524,0.9797946081850144
TTO,0.9360587778598346,0.9400632338605922,0.9445899196649311,0.9585449582225748,0.9646524296125144,0.970739235347403,0.9768029590007719,0.9824224988514297,0.9824664228013975,0.9825124988456504
TUN,0.8777618966464049,0.87665209511601,0.8827954260042513,0.8913369185944776,0.8997952687300476,0.9081825018172,0.9164877702184837,0.9247028562677561,0.9328203506278985,0.9408302983398822
TUR,0.9304863943645971,0.9315659802760606,0.9330394732124566,0.9358281975313468,0.9385560758051626,0.941224141206244,0.9438339034784677,0.946385832111838,0.9488816641365139,0.9513223637222386
TUV,0.9852464542028823,0.9852020048096198,0.985239025377972,0.98557172534886,0.985903072888454,0.9862337099607673,0.9865638520518412,0.9868934845591523,0.9872224034732018,0.9875512150286512
TZA,0.14345569883921305,0.14610247855950254,0.15385248375664173,0.178727958510434,0.20347594773366262,0.22808598220635545,0.25253009572141316,0.2768038804486769,0.3008801938992324,0.32473818420277745
UGA,0.09454767179836765,0.09623644531713471,0.10364965993861974,0.12956282914245376,0.155756711977731,0.18220211658652152,0.2088643770949682,0.23572600581942293,0.2627472393691884,0.2899264232391
UKR,0.922994338086311,0.9136912863057666,0.9044798769047456,0.9020734693723124,0.8949372865940427,0.8957812703600961,0.8966271708212676,0.8974770520341416,0.8983106144366642,0.8991258659176014
URY,0.9756546043288077,0.977633949308995,0.9795996340121084,0.9819115304180203,0.9841658541972899,0.9863635435947432,0.9885065069226464,0.9905937561530554,0.9918725432720046,0.9920282255168298
USA,0.9850124031888505,0.9859847894414805,0.9870661218440219,0.9884113795520303,0.9897365333692459,0.9910408512816163,0.9923230515063566,0.9935826954991672,0.9948184735501477,0.9960298150211266
UZB,0.8790998504042871,0.8826781564002762,0.886666002248807,0.8930541424458703,0.8994747910562656,0.9059266620510574,0.912407286475178,0.9189149995468228,0.9254682289548519,0.9320207070868822
VCT,0.9552588384555665,0.9567293964555227,0.9585302171398643,0.9612096267950608,0.9638948940213213,0.9640619873180641,0.9642333460264312,0.9644091660598256,0.9645894473064434,0.9646825018026508
VEN,0.9311746103883809,0.926787845512094,0.922647862061798,0.9200025601501282,0.9173770168893464,0.9147726184476795,0.9121901828103711,0.9096315824017153,0.9070968097939753,0.9045877658540771
VNM,0.8310019882974493,0.8391272889703675,0.8484088008305327,0.8607540020474896,0.8729190387180138,0.8848972241977241,0.896681211776793,0.9082614239771473,0.9246921145120308,0.937642583541479
VUT,0.7919001685318792,0.7935084866293033,0.7964046254223226,0.8034558243257771,0.8104966900493175,0.8175262846386561,0.8245442115322774,0.8315473976678555,0.8385505817273138,0.8455492791417674
WSM,0.8268687534321801,0.826494010464529,0.8271155772767195,0.8441032522419442,0.86106105013155,0.877984642894709,0.8948674719969951,0.9117036969899645,0.9284913186323116,0.9443864721741912
YEM,0.2505521407335871,0.24942322560932573,0.2524668882200135,0.2704443909853709,0.2882057136276325,0.3057569520651712,0.3230880035814273,0.3401987104758989,0.3570749947274411,0.37372193686944144
ZAF,0.84256562328391,0.8458807645449898,0.8501106476857961,0.8572902324282109,0.8643223077161489,0.8712040931348307,0.8779349525465587,0.8845128968036929,0.8909369816583537,0.897208324251414
ZMB,0.36008119828059604,0.3609691826050272,0.36556618115200257,0.38294832816206126,0.4002108513394219,0.4173650523023884,0.43439059894139254,0.4512913993180462,0.46805639837694035,0.48467661267679407
ZWE,0.5082763922816187,0.4884225579081488,0.4707482140084661,0.4634793953631645,0.45649550977268094,0.44981514014025803,0.44344018770538507,0.437382291077406,0.4316511908812867,0.4262447618961741
