SpatialDim,ParentLocation,TimeDim,PM25_mean,PM25_lower_CI,PM25_upper_CI
SOM,Eastern Mediterranean,2010,14.3522,7.55155,24.40359
NOR,Europe,2018,6.33232,5.9844,6.66463
HI_WPR,,2014,16.29937,15.62703,16.85945
62,,2013,55.82597,52.81759,58.56765
BEN,Africa,2010,30.97376,20.25751,47.00889
LMI_SEAR,,2016,46.11154,44.42593,48.00177
BRB,Americas,2013,9.31516,6.32929,13.54416
TCD,Africa,2018,42.60818,23.15854,72.55392
ROU,Europe,2019,13.30043,12.55027,14.09724
LBR,Africa,2018,35.67585,18.09148,64.1796
LMI_SEAR,,2010,47.65426,43.69906,51.51935
POL,Europe,2015,22.58791,22.08768,23.19435
BHR,Eastern Mediterranean,2012,54.40328,48.04139,60.6187
543,,2018,8.63677,3.39575,18.14949
HRV,Europe,2018,18.97625,17.51117,20.43765
SYR,Eastern Mediterranean,2019,25.14079,20.69388,30.40809
BGD,South-East Asia,2014,50.96257,46.10955,56.05903
BEN,Africa,2019,31.51453,20.61807,47.26878
UNKNOWN,,2012,16.29576,13.28733,19.81493
ALB,Europe,2016,18.14981,16.41937,20.18189
UGA,Africa,2014,31.42753,19.85634,47.24931
AFG,Eastern Mediterranean,2014,68.05715,49.35964,93.42773
BRB,Americas,2018,10.35542,7.14392,14.8283
ZMB,Africa,2011,17.33064,7.71381,32.70253
62,,2016,50.96171,48.52467,53.70082
CPV,Africa,2014,30.11248,16.08741,54.27568
LAO,Western Pacific,2017,19.68483,15.54026,24.29651
PER,Americas,2015,30.28824,23.88527,38.53675
SVK,Europe,2015,19.04978,18.12458,20.10083
PLW,Western Pacific,2010,7.22831,2.85857,17.57003
SDN,Eastern Mediterranean,2011,22.61182,11.19224,41.83424
BWA,Africa,2011,13.68966,9.46153,20.03069
GMB,Africa,2014,37.9618,20.43381,63.17443
SAU,Eastern Mediterranean,2011,56.6517,39.92496,75.11008
ISR,Europe,2017,19.54361,18.25297,20.7534
COG,Africa,2015,28.98937,6.45328,98.67905
PER,Americas,2013,30.46651,23.91335,39.70953
PLW,Western Pacific,2018,7.77358,2.70346,16.5893
BRB,Americas,2017,10.90575,7.71586,15.83205
NGA,Africa,2012,54.53055,36.78116,75.26231
KIR,Western Pacific,2018,7.66936,3.09415,16.01898
FIN,Europe,2015,5.82623,5.48561,6.16869
MWI,Africa,2017,18.47615,6.18618,37.26178
WPR,,2013,53.71691,51.20838,55.99363
MUS,Africa,2016,10.73204,8.5561,13.14062
JPN,Western Pacific,2016,12.54238,11.62791,13.36885
DOM,Americas,2016,8.01817,5.05122,11.72361
ARM,Europe,2017,37.75576,28.16697,55.16226
KEN,Africa,2018,12.58012,7.83595,17.89033
SEAR,,2019,43.59033,42.01163,45.44101
TTO,Americas,2012,9.97297,7.55638,11.90978
ZMB,Africa,2019,16.8967,7.65413,31.61356
MRT,Africa,2010,38.90393,16.39494,83.2929
MYS,Western Pacific,2012,22.27061,19.91963,24.64969
LVA,Europe,2013,15.05586,13.59094,16.9287
747,,2015,35.83268,30.80543,41.94906
LMI_EUR,,2013,21.53391,19.167,24.41383
BIH,Europe,2017,31.40318,28.81131,34.36224
EUR,,2012,18.0306,16.86592,19.58339
ARG,Americas,2014,13.56491,10.2255,17.6057
62,,2017,49.34969,47.00556,51.72123
COK,Western Pacific,2018,7.76376,2.78454,17.3652
BEL,Europe,2011,16.2887,15.73583,16.87692
YEM,Eastern Mediterranean,2013,41.02003,14.20501,83.75157
PRY,Americas,2016,13.26532,10.02703,19.43419
LUX,Europe,2010,12.37609,11.64514,13.11114
PNG,Western Pacific,2016,8.68582,3.19374,19.98579
202,,2012,32.52763,25.17765,42.60997
KGZ,Europe,2013,47.60541,30.86686,67.88191
CHN,Western Pacific,2019,38.153,36.68772,39.42328
SYR,Eastern Mediterranean,2013,24.45901,20.23177,29.48575
MDA,Europe,2012,14.84957,11.18747,19.58599
KOR,Western Pacific,2014,28.95136,27.931,29.92291
LBN,Eastern Mediterranean,2012,23.97292,17.8214,32.12016
DOM,Americas,2011,7.04065,4.38227,10.50576
FRA,Europe,2012,13.28604,13.02636,13.57806
ZWE,Africa,2018,13.11527,7.06552,22.78507
COD,Africa,2011,31.62003,7.07496,100.09592
UGA,Africa,2016,32.08328,20.13279,48.47704
MDG,Africa,2014,16.23716,10.98931,24.27843
BLR,Europe,2019,15.48201,13.25131,17.70501
GNQ,Africa,2013,24.30935,6.0696,66.14544
753,,2010,38.21828,36.45383,39.85841
TGO,Africa,2019,35.65757,21.70925,56.78226
SWZ,Africa,2017,14.77646,10.31907,19.52846
MRT,Africa,2015,43.67907,18.10376,97.10238
AUS,Western Pacific,2019,8.93323,8.60817,9.27335
753,,2011,40.73898,36.30338,45.73528
FRA,Europe,2013,12.94845,12.681,13.21516
GIN,Africa,2012,38.56442,22.33671,74.37495
CAF,Africa,2018,28.25056,6.13076,79.54117
COL,Americas,2015,17.3316,14.84878,19.90937
CAF,Africa,2010,27.86686,6.13014,77.14665
ARM,Europe,2015,40.58537,30.19027,56.60687
SVK,Europe,2017,18.4938,17.58021,19.44149
HI_EUR,,2018,12.80471,12.70848,12.90802
CAF,Africa,2019,27.19802,6.12391,74.78985
SUR,Americas,2012,11.85823,6.80216,18.53696
SLV,Americas,2011,28.312,18.7439,40.85986
EGY,Eastern Mediterranean,2011,59.31687,38.46211,86.27511
BGD,South-East Asia,2015,50.62575,45.48405,55.38021
NRU,Western Pacific,2014,7.1829,2.78692,13.7217
BIH,Europe,2010,34.91059,32.26172,38.48209
CZE,Europe,2013,18.07482,17.56132,18.61777
BFA,Africa,2014,40.01653,16.3214,89.34528
SWZ,Africa,2018,14.94766,10.46022,19.78324
SLE,Africa,2015,42.52948,18.2611,84.2228
MUS,Africa,2012,10.59407,8.40579,12.9808
SDN,Eastern Mediterranean,2017,22.73444,11.21904,41.88522
TUN,Eastern Mediterranean,2010,26.67751,17.91653,37.8644
NPL,South-East Asia,2012,40.43541,35.00715,48.38455
LKA,South-East Asia,2010,24.99107,18.32398,34.24055
ZWE,Africa,2014,13.12364,7.06663,22.8495
BRN,Western Pacific,2014,8.01761,6.71346,9.7765
BLR,Europe,2014,18.76572,16.13702,22.07441
LMI_AFR,,2016,33.42914,26.22749,43.48645
CIV,Africa,2011,40.74937,22.65184,69.71018
CYP,Europe,2014,14.88171,13.20791,16.51801
BTN,South-East Asia,2016,27.62854,24.76425,30.62699
COK,Western Pacific,2017,7.59942,3.07597,17.22568
HRV,Europe,2012,19.8851,18.43623,21.30281
SVN,Europe,2017,17.08411,16.1587,18.05481
MDV,South-East Asia,2016,13.66199,10.78226,17.86197
SLE,Africa,2011,37.26171,17.42039,69.62435
ECU,Americas,2012,17.73954,15.14495,20.19302
GNB,Africa,2018,35.89896,18.03859,66.58189
LTU,Europe,2015,11.43758,10.59867,12.44093
202,,2015,33.62414,26.02509,43.99263
ALB,Europe,2012,21.70175,19.51096,24.28359
513,,2018,11.13306,10.82508,11.47686
BEN,Africa,2015,33.10973,20.60392,49.94812
JPN,Western Pacific,2010,14.2207,13.23388,15.24065
KHM,Western Pacific,2010,18.84915,15.72202,22.03103
BEL,Europe,2018,12.16104,11.75024,12.57806
VNM,Western Pacific,2010,22.36823,16.92947,27.87
AZE,Europe,2012,33.58166,17.68231,54.94222
HRV,Europe,2010,20.99358,19.42111,22.68224
AMR,,2017,13.9361,13.2816,14.70507
CAN,Americas,2013,7.40761,7.19269,7.60694
SAU,Eastern Mediterranean,2013,57.09528,40.32735,75.5196
PHL,Western Pacific,2016,23.90306,20.43047,26.5448
FIN,Europe,2018,5.57078,5.24835,5.89017
747,,2018,36.10581,31.06338,42.3843
HND,Americas,2015,23.07178,16.20457,31.10064
SSD,Africa,2011,21.82681,10.99874,42.27411
EUR,,2019,14.88446,14.17326,15.90003
CYP,Europe,2016,13.67356,12.0871,15.23181
BOL,Americas,2019,25.23416,16.40576,36.37403
HI_EUR,,2013,14.28057,14.16792,14.3924
LUX,Europe,2019,8.89471,8.39864,9.40264
LCA,Americas,2012,8.81156,6.38598,12.1477
BTN,South-East Asia,2014,29.72429,26.71202,32.72455
ATG,Americas,2017,9.26532,6.48624,13.63168
PLW,Western Pacific,2012,7.77952,2.88333,17.45007
GMB,Africa,2019,39.10354,21.09847,64.9373
GRD,Americas,2017,11.13847,8.00339,14.66991
CHE,Europe,2015,10.81907,10.53169,11.12991
WSM,Western Pacific,2013,7.63588,2.97835,18.74372
KWT,Eastern Mediterranean,2012,65.70146,56.96226,74.74672
SLE,Africa,2016,40.62177,18.01364,77.8118
NGA,Africa,2017,57.45214,38.08303,80.08753
LCA,Americas,2019,8.97661,6.50887,11.83777
ARE,Eastern Mediterranean,2011,43.53498,37.22031,52.54435
BRA,Americas,2011,14.88721,12.86226,17.89803
HND,Americas,2017,21.06729,14.71081,28.71002
BHR,Eastern Mediterranean,2018,54.49085,48.17091,60.76116
GUY,Americas,2016,11.76084,6.76534,19.65156
NOR,Europe,2012,7.32541,6.8952,7.72022
MNE,Europe,2017,22.66356,20.08937,26.14771
LMI_EMR,,2012,43.87381,38.23506,50.14582
TGO,Africa,2012,35.95685,21.22799,58.49162
ZAF,Africa,2019,19.74802,18.25901,21.80176
IRQ,Eastern Mediterranean,2016,38.51472,31.29134,48.39063
BLR,Europe,2012,17.35394,15.32902,19.93063
SGP,Western Pacific,2018,13.12328,10.3392,17.26146
TKM,Europe,2017,29.49465,18.19736,41.70058
MDG,Africa,2011,16.52913,10.97354,24.8603
ESP,Europe,2010,12.71701,12.47,13.01663
HRV,Europe,2019,15.28803,14.16349,16.51429
GTM,Americas,2012,25.71066,20.25617,33.27501
KAZ,Europe,2019,26.50215,19.01253,34.73025
PER,Americas,2017,27.75851,21.20036,36.00919
TUR,Europe,2011,23.27972,21.87149,24.62022
513,,2019,10.04155,9.71614,10.38357
TKM,Europe,2010,31.48364,19.67272,50.56655
ISL,Europe,2015,6.43001,5.67037,7.1594
TCD,Africa,2016,44.48747,24.04738,77.42553
DEU,Europe,2012,13.75633,13.52399,13.97429
BTN,South-East Asia,2019,26.09506,23.4566,28.80964
CRI,Americas,2017,17.0471,14.66509,19.73546
LAO,Western Pacific,2019,21.15498,16.85936,25.13294
DMA,Americas,2019,8.22238,5.7807,12.05088
UKR,Europe,2011,16.5497,12.42255,22.7371
GNQ,Africa,2018,26.37597,6.0342,73.19005
KAZ,Europe,2011,34.57333,24.30233,49.05761
RUS,Europe,2010,11.8813,9.67118,14.68425
COG,Africa,2013,29.90465,6.57752,106.29963
SDN,Eastern Mediterranean,2015,22.55149,11.1908,41.68361
SYR,Eastern Mediterranean,2017,24.82528,20.44881,30.00918
NAM,Africa,2012,12.16913,6.19071,19.65392
MOZ,Africa,2011,16.31307,8.52878,26.08261
MAR,Eastern Mediterranean,2012,13.23921,10.88912,16.37563
BTN,South-East Asia,2013,30.6965,27.53521,33.50265
CHN,Western Pacific,2016,47.61291,45.75419,49.3504
FIN,Europe,2014,5.77196,5.42941,6.09491
ETH,Africa,2015,22.11803,13.06579,33.25946
ITA,Europe,2012,18.51943,18.21655,18.80905
NZL,Western Pacific,2011,8.54013,7.66252,9.42892
CHE,Europe,2011,13.00391,12.67861,13.34542
SYR,Eastern Mediterranean,2014,24.12911,19.95351,29.07867
KGZ,Europe,2015,44.57756,30.44947,62.94059
CHL,Americas,2019,20.48648,19.30897,21.88552
IRL,Europe,2018,8.30705,7.76218,8.77375
ARE,Eastern Mediterranean,2017,43.32676,37.09711,52.5681
COD,Africa,2010,31.83993,7.08997,101.1873
ZWE,Africa,2017,13.15097,7.08284,22.90228
MMR,South-East Asia,2015,26.52866,22.68331,30.8019
753,,2014,42.73972,41.11013,44.32297
UNKNOWN,,2013,16.41075,13.22665,20.07852
DMA,Americas,2010,7.86285,5.11058,11.45769
LBY,Eastern Mediterranean,2015,29.0747,14.58077,49.75402
THA,South-East Asia,2012,25.65632,22.88834,28.39512
MHL,Western Pacific,2011,7.07336,2.96565,14.90131
BHS,Americas,2018,5.61226,4.18131,7.70159
MUS,Africa,2014,10.65525,8.47132,13.05127
LBR,Africa,2016,35.72049,18.12487,64.77803
419,,2015,17.25153,16.16178,18.20798
AZE,Europe,2014,29.929,17.09147,46.57446
ITA,Europe,2015,17.27739,17.00142,17.53948
POL,Europe,2012,24.46697,23.95769,24.92381
ETH,Africa,2019,21.80471,13.01973,32.46954
CYP,Europe,2018,15.38302,13.70266,17.16801
SEAR,,2016,46.11154,44.42593,48.00177
BHS,Americas,2012,5.28044,3.78633,7.9862
LVA,Europe,2015,13.39956,12.05174,14.78371
53,,2012,7.37259,6.93893,7.84186
CAF,Africa,2014,27.61422,6.11579,76.35747
MYS,Western Pacific,2018,20.49619,18.51389,22.75702
MEX,Americas,2010,22.13361,20.40144,23.83212
COK,Western Pacific,2013,7.43945,3.30831,17.15364
SWE,Europe,2017,5.92993,5.65578,6.18371
MLI,Africa,2012,39.78941,15.05169,90.60793
TCD,Africa,2011,42.20619,22.90451,71.73499
AFG,Eastern Mediterranean,2013,72.18289,52.57123,99.66944
CAN,Americas,2017,6.89968,6.69014,7.11228
513,,2010,13.69349,13.21027,14.20196
TTO,Americas,2018,10.71643,8.20671,13.07298
PAK,Eastern Mediterranean,2018,56.50438,46.53006,68.6939
LAO,Western Pacific,2014,20.14811,15.75548,24.02597
SMR,Europe,2019,9.84868,8.20978,11.52696
VUT,Western Pacific,2019,8.42148,3.25267,18.69164
AND,Europe,2010,11.42903,10.06889,13.4325
ZMB,Africa,2016,17.31679,7.69673,32.6977
CZE,Europe,2019,14.34125,13.95964,14.79007
POL,Europe,2018,22.51081,21.99455,23.05232
LMI_EMR,,2011,43.17838,37.57748,49.24212
LMI_AFR,,2015,33.42633,26.2919,43.40673
QAT,Eastern Mediterranean,2012,63.83774,48.86788,76.69489
MEX,Americas,2011,23.52526,21.42715,25.97836
MNE,Europe,2018,23.34584,20.79425,26.94355
MYS,Western Pacific,2014,20.80653,19.40707,22.51032
THA,South-East Asia,2018,23.68253,21.54907,26.71702
TGO,Africa,2017,37.25126,21.55526,60.41787
LMI_EUR,,2014,21.3029,19.23717,23.80654
UNKNOWN,,2018,17.37648,13.79769,21.26571
TJK,Europe,2018,58.57753,38.9251,82.45997
AGO,Africa,2018,25.85236,5.83872,82.45705
EUR,,2011,19.17515,18.08134,20.65414
AGO,Africa,2011,24.67357,6.18201,67.98953
62,,2010,52.9542,48.20049,57.52028
DJI,Eastern Mediterranean,2012,21.15661,7.65601,45.4185
419,,2018,15.45388,14.60837,16.38204
DZA,Africa,2019,22.68313,14.54004,35.2878
DZA,Africa,2012,22.75584,14.57366,35.60189
THA,South-East Asia,2011,24.16447,21.26643,27.06458
LKA,South-East Asia,2013,25.47886,18.48713,34.6008
SVK,Europe,2013,19.47218,18.35902,20.32851
GHA,Africa,2017,48.44405,31.47008,74.37867
EMR,,2010,44.49082,39.41569,51.03716
CMR,Africa,2017,59.29862,39.58753,85.7222
GEO,Europe,2012,25.60431,18.77106,34.23745
TKM,Europe,2013,33.52481,22.0374,47.84976
TKM,Europe,2014,31.92663,19.36211,45.71452
MRT,Africa,2019,41.98461,17.85688,90.84156
SSD,Africa,2017,21.63901,10.98041,39.86883
EST,Europe,2018,6.70458,6.13893,7.43273
BWA,Africa,2010,14.13807,9.41925,20.68874
NIU,Western Pacific,2011,6.34358,3.21478,13.48628
HND,Americas,2019,18.93138,13.48115,25.56041
LMI_SEAR,,2015,47.7425,45.89646,49.87614
IRL,Europe,2019,8.19503,7.66002,8.65482
KNA,Americas,2017,8.96676,6.97402,12.47157
ALB,Europe,2015,18.98271,17.17095,21.22888
DEU,Europe,2010,15.05866,14.81127,15.33349
LSO,Africa,2019,17.59755,12.12588,26.6366
LSO,Africa,2015,17.6502,12.10678,26.6622
HI_EUR,,2019,11.58116,11.49186,11.66743
DNK,Europe,2019,9.65653,8.77214,10.69362
MLI,Africa,2019,38.54882,14.7955,83.34134
ZWE,Africa,2010,13.27519,7.11408,23.47849
BEL,Europe,2015,13.27885,12.81625,13.71733
COD,Africa,2015,32.20523,7.14265,102.29582
KNA,Americas,2016,8.65734,6.47061,12.00206
ESP,Europe,2011,13.08877,12.84479,13.38864
ZAF,Africa,2011,18.66777,17.4595,20.54912
753,,2018,32.82319,31.62344,33.95021
NIU,Western Pacific,2012,6.43149,3.16661,13.62585
VCT,Americas,2018,9.94237,7.11097,14.5547
ISR,Europe,2013,22.07348,20.68055,23.34174
AUT,Europe,2019,11.50796,11.19759,11.87887
IRN,Eastern Mediterranean,2012,29.63387,25.96779,33.1592
ARG,Americas,2015,14.18288,10.46107,18.33166
HND,Americas,2016,22.63153,15.9653,30.6932
LBY,Eastern Mediterranean,2017,28.41691,14.35737,48.39394
BLZ,Americas,2011,9.80176,4.04398,19.96364
LMI_AMR,,2010,18.02671,16.69594,19.20729
JOR,Eastern Mediterranean,2013,24.85342,21.98253,28.12105
PRT,Europe,2016,8.41931,8.12207,8.70878
TKM,Europe,2018,29.17182,18.37332,41.59091
STP,Africa,2012,33.15825,17.01499,57.20169
AFR,,2016,33.40155,26.21019,43.44526
GNB,Africa,2013,33.12466,17.46052,58.28018
LSO,Africa,2012,17.54277,12.04811,26.48595
MLT,Europe,2014,13.8986,12.77965,15.4318
BLR,Europe,2017,14.36545,12.08945,16.53841
UGA,Africa,2017,31.27824,19.72924,46.85868
CIV,Africa,2010,39.44081,22.40246,67.11949
CUB,Americas,2018,14.28114,10.10405,20.15069
TZA,Africa,2015,15.59429,10.98756,23.11868
GAB,Africa,2016,26.67274,6.61792,83.89105
AFG,Eastern Mediterranean,2018,70.25405,50.6232,97.14645
CMR,Africa,2012,55.42413,37.53907,78.82983
SRB,Europe,2017,24.95485,23.0031,26.62707
53,,2016,6.70996,6.4216,7.00485
SLB,Western Pacific,2014,7.61513,2.83765,14.67402
AUT,Europe,2011,15.98621,15.59216,16.49424
DEU,Europe,2016,11.65641,11.46759,11.85068
SYC,Africa,2010,17.8967,12.77641,24.40574
LMI_WPR,,2016,43.69796,41.98007,45.03716
SLB,Western Pacific,2017,7.79642,2.76176,13.71735
GTM,Americas,2018,21.71094,17.24621,28.01265
NZL,Western Pacific,2017,7.14232,6.74278,7.58455
KEN,Africa,2015,12.49999,7.79056,17.72025
PRT,Europe,2014,7.8954,7.59955,8.11892
YEM,Eastern Mediterranean,2015,41.06106,14.19676,84.02299
URY,Americas,2019,8.47571,6.66688,10.70087
SLE,Africa,2018,39.46253,17.81673,75.49215
EMR,,2016,43.85695,38.58203,49.57289
LBN,Eastern Mediterranean,2010,24.23999,17.89967,32.68294
EMR,,2012,44.66675,39.2917,50.51059
BFA,Africa,2019,40.74491,16.57396,91.48408
STP,Africa,2015,33.99913,17.32048,58.8351
KAZ,Europe,2015,30.83178,22.29733,41.78438
NIC,Americas,2014,20.25059,14.56766,28.62071
BRN,Western Pacific,2012,7.61957,6.36116,9.31945
JOR,Eastern Mediterranean,2019,25.87215,22.58192,29.13614
MDV,South-East Asia,2019,13.00334,10.32724,16.69507
USA,Americas,2018,8.13413,7.99943,8.25296
MDA,Europe,2016,12.51156,9.53912,16.16614
THA,South-East Asia,2013,26.61528,24.17688,29.72784
SWZ,Africa,2012,14.74831,10.31785,19.47531
SMR,Europe,2018,10.80798,8.97859,12.68513
COM,Africa,2010,13.735,7.09424,21.84288
HI_WPR,,2018,13.46816,13.00217,13.9459
TZA,Africa,2013,15.36198,10.82653,22.7086
LMI_WPR,,2014,50.00849,47.6659,51.91792
KHM,Western Pacific,2015,17.4328,15.58489,19.62997
ARE,Eastern Mediterranean,2019,41.7495,35.66267,50.29273
GBR,Europe,2015,11.08279,10.68429,11.45538
CRI,Americas,2018,15.59229,13.77124,18.2455
MAR,Eastern Mediterranean,2018,13.58116,11.07898,16.74382
SLE,Africa,2014,40.53461,17.94334,77.68701
AFR,,2013,31.48955,24.63107,40.78082
MUS,Africa,2010,10.59822,8.41676,12.99015
PRY,Americas,2010,16.36973,12.268,23.86811
NLD,Europe,2013,13.19624,12.77277,13.72538
HTI,Americas,2018,10.23239,5.76333,17.36256
DJI,Eastern Mediterranean,2017,20.89987,7.63318,44.68573
ATG,Americas,2012,8.19812,5.82585,11.90217
BEL,Europe,2010,16.07608,15.49671,16.62916
MNG,Western Pacific,2015,47.78887,33.39006,62.15099
PRK,South-East Asia,2014,60.0937,45.31046,77.31496
RWA,Africa,2011,34.80846,11.88801,70.35329
QAT,Eastern Mediterranean,2016,61.29524,47.48756,73.16184
CAF,Africa,2015,29.06455,6.11611,82.39913
BRB,Americas,2016,10.34492,6.91521,15.38457
HND,Americas,2012,22.49206,15.96945,30.5747
NGA,Africa,2019,55.64206,37.64324,76.87931
GIN,Africa,2017,38.63413,22.4314,75.02163
SLE,Africa,2013,37.75351,17.5141,70.62664
TUV,Western Pacific,2013,6.81201,2.96514,12.43473
MEX,Americas,2013,23.18825,21.3872,25.04947
BGR,Europe,2019,17.29031,16.53617,18.20649
LAO,Western Pacific,2015,20.54602,16.15608,24.42035
GRC,Europe,2016,15.17234,14.01016,16.35313
SYC,Africa,2016,18.15396,13.13229,25.54017
MWI,Africa,2010,18.7213,6.23551,38.18315
MAR,Eastern Mediterranean,2019,13.44048,11.0345,16.52302
WPR,,2010,40.5019,38.4688,42.19954
LMI_AMR,,2017,17.3498,16.32022,18.51414
COM,Africa,2014,14.24112,7.32066,23.28017
FJI,Western Pacific,2019,7.36073,3.69132,11.78183
LMI_AMR,,2011,18.42762,17.38689,19.56332
LAO,Western Pacific,2016,23.09439,18.36303,28.41938
TUV,Western Pacific,2014,6.78081,2.70277,12.70843
ZAF,Africa,2010,18.69321,17.47492,20.596
FRA,Europe,2014,11.87684,11.61421,12.12139
MCO,Europe,2010,11.90929,10.56543,13.27183
LSO,Africa,2017,17.75258,12.16586,26.87179
NZL,Western Pacific,2018,7.44725,7.00667,7.97912
TLS,South-East Asia,2017,19.49366,8.42096,38.46413
COG,Africa,2018,29.26944,6.42244,100.88085
CHL,Americas,2014,23.14193,21.48914,24.68249
ATG,Americas,2011,7.79362,5.18979,11.62903
YEM,Eastern Mediterranean,2017,41.32087,14.26023,84.71218
SAU,Eastern Mediterranean,2016,55.75664,39.29154,73.51136
HRV,Europe,2014,19.0963,17.63686,20.65709
NAM,Africa,2018,11.88239,6.31584,18.9277
COG,Africa,2016,30.03266,6.51889,105.94798
KIR,Western Pacific,2011,7.61922,3.21305,16.18756
LMI_WPR,,2017,42.71244,41.03516,43.96648
DZA,Africa,2011,21.55503,14.02675,33.06032
SEN,Africa,2013,36.88208,21.42204,55.4259
419,,2011,18.35907,17.36523,19.42948
TUN,Eastern Mediterranean,2018,27.21906,18.26531,38.58729
419,,2014,17.57599,16.61323,18.46667
USA,Americas,2012,9.07419,8.93093,9.2456
DOM,Americas,2019,7.58534,4.66606,11.51781
NGA,Africa,2013,52.88635,36.29004,72.43572
AUS,Western Pacific,2014,6.91137,6.5992,7.16662
BIH,Europe,2011,36.5729,34.11369,40.21894
BOL,Americas,2012,26.2593,18.59113,37.96269
NPL,South-East Asia,2011,39.48479,34.35761,46.97219
TGO,Africa,2013,34.79041,21.17753,55.98182
MDG,Africa,2019,16.02251,11.15863,23.84486
KWT,Eastern Mediterranean,2014,61.95748,53.99163,69.83853
LMI_AFR,,2017,33.24256,26.14791,43.16755
FIN,Europe,2019,5.46669,5.16262,5.76443
MMR,South-East Asia,2011,26.63846,22.31739,31.80746
CAF,Africa,2016,29.15016,6.12621,82.35242
LKA,South-East Asia,2011,23.20591,17.20342,31.34492
ARE,Eastern Mediterranean,2016,42.88604,36.71036,51.86847
MCO,Europe,2013,10.76834,9.61828,12.04552
MRT,Africa,2014,40.80888,17.22294,87.95827
VEN,Americas,2012,19.87092,14.90037,26.76358
747,,2016,35.53558,30.53781,41.60651
ZMB,Africa,2010,17.08674,7.6346,32.10759
MDV,South-East Asia,2010,13.38913,10.34907,17.78484
ARM,Europe,2011,46.45905,32.91418,67.81555
FJI,Western Pacific,2011,7.03749,4.11849,12.23867
CRI,Americas,2012,18.51075,16.01571,21.75597
NRU,Western Pacific,2017,7.44854,2.61358,13.37809
HTI,Americas,2014,9.92126,5.52423,18.42757
PAK,Eastern Mediterranean,2014,56.2618,45.55286,69.02719
UZB,Europe,2013,51.60295,35.92738,75.94633
AFG,Eastern Mediterranean,2012,68.25744,49.59602,94.01766
AUT,Europe,2010,15.62129,15.20373,16.03745
MKD,Europe,2018,30.05632,28.14278,32.72295
GAB,Africa,2018,26.25771,6.59333,82.03762
CZE,Europe,2011,20.80231,20.19722,21.40325
SYR,Eastern Mediterranean,2018,25.1301,20.67846,30.40906
KAZ,Europe,2016,30.6633,21.92853,40.87989
GRC,Europe,2013,17.32218,15.96171,18.64507
UZB,Europe,2010,48.51926,34.87633,72.02207
SMR,Europe,2016,10.32921,8.58754,12.07637
JOR,Eastern Mediterranean,2016,24.86565,22.01655,28.12236
GRC,Europe,2012,17.69594,16.4413,19.11113
SRB,Europe,2015,25.33298,23.38327,26.99742
MOZ,Africa,2016,16.42798,8.45844,26.13284
NAM,Africa,2019,11.81074,6.3195,18.87753
JPN,Western Pacific,2011,13.90566,12.87263,15.00863
SSD,Africa,2010,21.21051,10.77118,40.27357
URY,Americas,2011,9.19783,7.01686,11.79661
GHA,Africa,2011,45.88362,30.36852,70.46665
DJI,Eastern Mediterranean,2015,20.38808,7.69829,42.97678
LTU,Europe,2013,12.64978,11.57584,13.91176
PER,Americas,2012,29.99227,23.68116,37.68687
MNE,Europe,2019,19.29617,17.34368,22.20367
LBN,Eastern Mediterranean,2014,23.82028,17.79738,31.65813
AFR,,2011,31.88515,25.05364,41.39494
CYP,Europe,2013,16.11813,14.29896,17.88015
HI_EMR,,2016,52.64365,41.63791,64.80309
BTN,South-East Asia,2010,29.51405,25.86271,32.77781
LMI_AMR,,2014,17.57339,16.54907,18.5022
MMR,South-East Asia,2014,26.07728,22.69087,29.59749
CYP,Europe,2011,17.56798,15.56612,19.50726
SGP,Western Pacific,2015,16.15997,12.6063,21.25251
BHR,Eastern Mediterranean,2019,51.81722,45.87671,57.65585
HI_AMR,,2013,9.34086,9.20882,9.48158
HI_EUR,,2010,16.05235,15.90644,16.2031
FSM,Western Pacific,2015,7.65392,3.83527,15.18239
IDN,South-East Asia,2013,20.90741,17.74059,24.49391
NER,Africa,2013,47.72282,21.15462,93.27779
SWE,Europe,2016,5.87894,5.63582,6.16997
GNB,Africa,2010,33.91065,17.55255,60.91463
SEAR,,2012,48.1556,46.58019,50.16192
EMR,,2018,45.70891,40.49364,51.63183
ESP,Europe,2015,11.11022,10.88471,11.36201
GNB,Africa,2017,36.52577,17.95927,68.75641
COD,Africa,2013,32.08453,7.13178,103.64235
GRD,Americas,2012,9.78476,7.16419,12.52128
BWA,Africa,2012,12.99973,9.22319,19.17694
FIN,Europe,2016,5.39254,5.07178,5.71216
CAN,Americas,2018,7.09267,6.89513,7.28893
UKR,Europe,2013,15.98508,12.20506,21.9473
BRB,Americas,2010,9.1456,6.11838,13.56944
GLOBAL,,2010,35.2778,33.69155,36.9436
PNG,Western Pacific,2015,8.96576,3.33522,20.82443
ERI,Africa,2017,23.55812,9.13387,53.08131
NLD,Europe,2017,11.62645,11.26751,12.02337
GLOBAL,,2014,36.63018,35.00783,38.62305
MHL,Western Pacific,2015,7.10208,2.84604,14.53113
DEU,Europe,2015,12.64463,12.43664,12.83821
AMR,,2015,13.97896,13.26343,14.59902
LBN,Eastern Mediterranean,2011,23.33959,17.48739,30.92809
GMB,Africa,2012,38.99416,20.3226,66.08814
DJI,Eastern Mediterranean,2018,20.38832,7.6719,43.03289
UZB,Europe,2012,54.87665,38.94333,79.13336
SWZ,Africa,2015,14.82998,10.3718,19.602
